pairnum,sex,zygosity,moed,faed,faminc,english,math,socsci,natsci,vocab,even
258,1,1,3,1,1,21,21,18,25,20,TRUE
259,2,2,4,6,4,18,18,16,19,16,FALSE
259,2,2,4,6,4,19,25,15,22,16,TRUE
260,1,1,2,3,4,15,29,20,17,20,FALSE
260,1,1,2,3,4,16,32,25,24,22,TRUE
261,2,2,3,2,5,15,11,15,3,14,FALSE
261,2,2,3,2,5,18,18,13,18,14,TRUE
262,1,1,1,2,1,23,22,17,17,23,FALSE
262,1,1,1,2,1,17,18,19,20,20,TRUE
263,2,2,1,3,4,17,8,15,13,18,FALSE
263,2,2,1,3,4,19,13,15,12,17,TRUE
264,1,2,4,5,2,9,8,18,13,10,FALSE
264,1,2,4,5,2,16,19,20,11,15,TRUE
265,2,2,1,1,2,25,14,26,17,25,FALSE
265,2,2,1,1,2,20,10,19,12,22,TRUE
266,1,1,2,2,1,17,17,19,25,22,FALSE
266,1,1,2,2,1,12,6,18,21,19,TRUE
267,2,2,5,6,6,22,29,22,24,20,FALSE
267,2,2,5,6,6,26,33,26,28,24,TRUE
268,2,1,4,6,7,19,20,22,14,23,FALSE
268,2,1,4,6,7,19,21,24,20,21,TRUE
269,2,2,3,3,3,13,18,13,12,18,FALSE
269,2,2,3,3,3,24,14,18,17,20,TRUE
270,1,2,3,4,1,18,17,20,18,14,FALSE
270,1,2,3,4,1,19,20,22,20,20,TRUE
271,1,1,1,1,2,22,17,23,12,25,FALSE
271,1,1,1,1,2,15,13,20,19,24,TRUE
272,1,1,2,2,2,23,24,21,24,18,FALSE
272,1,1,2,2,2,18,28,25,25,21,TRUE
273,2,1,6,6,5,7,11,15,4,21,FALSE
273,2,1,6,6,5,11,8,16,10,18,TRUE
274,2,1,5,4,2,14,16,13,10,15,FALSE
274,2,1,5,4,2,21,20,16,8,17,TRUE
275,2,2,3,5,4,21,18,21,17,22,FALSE
275,2,2,3,5,4,23,21,23,23,22,TRUE
276,1,1,5,3,4,13,22,16,14,17,FALSE
276,1,1,5,3,4,11,24,20,21,21,TRUE
277,1,2,6,6,4,24,20,20,25,23,FALSE
277,1,2,6,6,4,25,31,25,27,26,TRUE
278,1,2,3,3,2,22,25,19,19,21,FALSE
278,1,2,3,3,2,19,24,22,24,20,TRUE
279,2,1,4,6,7,19,20,15,4,22,FALSE
279,2,1,4,6,7,21,19,16,9,23,TRUE
280,1,1,4,3,2,17,14,23,23,22,FALSE
280,1,1,4,3,2,20,18,21,20,24,TRUE
281,1,2,3,3,3,20,24,28,24,27,FALSE
281,1,2,3,3,3,25,29,28,26,27,TRUE
282,1,2,4,4,4,18,21,20,16,18,FALSE
282,1,2,4,4,4,19,19,18,19,20,TRUE
283,2,1,4,4,4,21,14,24,16,25,FALSE
283,2,1,4,4,4,20,20,25,15,23,TRUE
284,2,2,5,6,4,19,20,16,23,26,FALSE
284,2,2,5,6,4,22,22,21,19,24,TRUE
285,2,2,2,3,3,19,20,21,19,19,FALSE
285,2,2,2,3,3,17,16,19,18,16,TRUE
286,1,2,2,3,2,19,20,19,21,20,FALSE
286,1,2,2,3,2,23,21,17,21,20,TRUE
287,2,1,3,5,6,22,21,20,23,23,FALSE
287,2,1,3,5,6,20,15,18,19,21,TRUE
288,2,2,3,3,2,16,11,13,17,18,FALSE
288,2,2,3,3,2,17,14,20,26,18,TRUE
289,1,2,5,5,5,23,33,32,30,32,FALSE
289,1,2,5,5,5,22,26,27,21,30,TRUE
290,1,1,4,4,4,15,18,22,23,23,FALSE
290,1,1,4,4,4,19,18,18,21,19,TRUE
291,2,1,3,3,3,21,20,18,23,22,FALSE
291,2,1,3,3,3,22,22,22,17,25,TRUE
292,1,2,3,4,5,20,24,17,20,18,FALSE
292,1,2,3,4,5,13,27,11,21,17,TRUE
293,2,2,4,5,5,23,23,25,19,28,FALSE
293,2,2,4,5,5,18,15,23,15,23,TRUE
294,2,1,2,3,3,19,20,18,18,18,FALSE
294,2,1,2,3,3,21,13,20,23,17,TRUE
295,1,2,3,1,1,18,23,17,23,19,FALSE
295,1,2,3,1,1,17,21,25,21,19,TRUE
296,1,1,4,4,2,11,26,20,21,18,FALSE
296,1,1,4,4,2,15,18,26,19,19,TRUE
297,2,2,1,1,1,19,24,19,11,21,FALSE
297,2,2,1,1,1,17,18,20,20,19,TRUE
298,2,2,5,6,7,26,25,28,29,31,FALSE
298,2,2,5,6,7,28,31,30,31,32,TRUE
299,2,1,3,5,7,24,21,27,22,27,FALSE
299,2,1,3,5,7,26,25,27,19,27,TRUE
300,2,1,1,3,5,18,10,16,10,18,FALSE
300,2,1,1,3,5,22,20,21,15,18,TRUE
301,1,1,3,3,2,18,33,17,9,15,FALSE
301,1,1,3,3,2,18,32,18,20,21,TRUE
302,2,1,3,3,4,18,19,17,11,19,FALSE
302,2,1,3,3,4,22,22,17,14,20,TRUE
303,1,2,4,1,2,24,29,21,24,21,FALSE
303,1,2,4,1,2,16,26,23,15,23,TRUE
304,1,2,3,4,3,18,17,22,19,22,FALSE
304,1,2,3,4,3,14,20,20,21,18,TRUE
305,2,2,3,4,4,27,35,29,29,24,FALSE
305,2,2,3,4,4,17,29,19,21,20,TRUE
306,2,2,1,3,1,18,12,18,21,18,FALSE
306,2,2,1,3,1,18,20,17,21,18,TRUE
307,2,1,3,5,3,14,10,14,8,16,FALSE
307,2,1,3,5,3,13,12,16,12,17,TRUE
308,2,2,1,2,3,23,25,17,24,25,FALSE
308,2,2,1,2,3,21,25,25,24,27,TRUE
309,2,1,4,5,5,25,23,26,25,24,FALSE
309,2,1,4,5,5,26,26,24,23,24,TRUE
310,2,1,2,2,1,14,16,20,15,25,FALSE
310,2,1,2,2,1,14,20,24,12,24,TRUE
311,2,2,6,6,4,26,32,23,22,26,FALSE
311,2,2,6,6,4,22,29,25,28,31,TRUE
312,2,1,4,3,2,28,26,28,21,29,FALSE
312,2,1,4,3,2,25,29,26,26,26,TRUE
313,2,1,2,4,1,15,13,19,10,18,FALSE
313,2,1,2,4,1,18,16,17,13,18,TRUE
314,1,2,5,6,5,24,29,31,27,30,FALSE
314,1,2,5,6,5,23,25,25,9,23,TRUE
315,2,1,2,6,2,18,21,21,13,21,FALSE
315,2,1,2,6,2,19,20,18,11,19,TRUE
316,1,2,5,4,3,24,25,24,19,22,FALSE
316,1,2,5,4,3,24,28,21,24,27,TRUE
317,2,2,1,3,2,16,22,17,9,17,FALSE
317,2,2,1,3,2,21,16,13,15,16,TRUE
318,2,1,3,3,1,17,18,18,9,13,FALSE
318,2,1,3,3,1,19,11,18,17,14,TRUE
319,1,1,3,1,2,14,24,15,12,14,FALSE
319,1,1,3,1,2,16,19,20,23,11,TRUE
320,2,2,4,3,1,23,14,20,21,26,FALSE
320,2,2,4,3,1,19,22,16,19,20,TRUE
321,2,1,2,2,1,12,17,15,3,15,FALSE
321,2,1,2,2,1,13,16,11,13,15,TRUE
322,1,1,3,5,5,17,20,18,18,18,FALSE
322,1,1,3,5,5,11,19,16,15,18,TRUE
323,1,2,3,4,5,21,20,18,23,20,FALSE
323,1,2,3,4,5,21,19,20,24,22,TRUE
324,2,1,3,3,4,26,26,25,23,28,FALSE
324,2,1,3,3,4,24,28,29,26,29,TRUE
325,2,1,3,3,1,9,12,13,12,15,FALSE
325,2,1,3,3,1,7,13,13,18,13,TRUE
326,1,1,5,5,4,23,19,26,20,29,FALSE
326,1,1,5,5,4,18,20,17,22,23,TRUE
327,2,1,2,3,3,19,26,21,20,20,FALSE
327,2,1,2,3,3,19,20,21,17,20,TRUE
328,1,1,3,3,3,15,31,22,26,18,FALSE
328,1,1,3,3,3,17,23,27,27,20,TRUE
329,2,1,5,5,5,12,17,14,13,14,FALSE
329,2,1,5,5,5,14,19,15,16,17,TRUE
330,2,1,6,4,3,18,10,22,24,22,FALSE
330,2,1,6,4,3,24,11,20,22,28,TRUE
331,1,2,4,4,3,24,30,26,26,24,FALSE
331,1,2,4,4,3,23,32,28,25,24,TRUE
332,1,2,3,3,4,21,28,19,27,20,FALSE
332,1,2,3,3,4,15,13,17,15,18,TRUE
333,2,2,6,3,4,10,8,5,10,8,FALSE
333,2,2,6,3,4,18,23,17,12,15,TRUE
334,2,2,1,1,2,22,25,21,18,26,FALSE
334,2,2,1,1,2,17,21,20,18,19,TRUE
335,2,1,4,4,3,16,10,16,11,22,FALSE
335,2,1,4,4,3,13,10,18,13,19,TRUE
336,1,2,4,3,4,17,19,26,23,25,FALSE
336,1,2,4,3,4,11,21,25,24,23,TRUE
337,2,2,3,3,1,9,6,13,9,14,FALSE
337,2,2,3,3,1,14,6,14,18,14,TRUE
338,1,1,3,4,3,13,21,24,22,18,FALSE
338,1,1,3,4,3,16,27,24,20,18,TRUE
339,1,1,5,6,5,27,35,30,32,28,FALSE
339,1,1,5,6,5,30,35,32,33,28,TRUE
340,2,1,2,3,5,13,21,18,15,20,FALSE
340,2,1,2,3,5,11,20,16,15,16,TRUE
341,1,2,1,2,1,13,8,16,14,10,FALSE
341,1,2,1,2,1,18,13,13,11,16,TRUE
342,2,2,4,3,3,22,22,27,26,24,FALSE
342,2,2,4,3,3,24,20,21,22,24,TRUE
343,2,1,4,6,5,25,28,25,28,27,FALSE
343,2,1,4,6,5,27,27,28,28,28,TRUE
344,1,2,4,6,4,15,14,16,18,20,FALSE
344,1,2,4,6,4,15,20,21,17,22,TRUE
345,2,2,5,4,1,19,30,24,17,20,FALSE
345,2,2,5,4,1,14,15,18,15,19,TRUE
346,2,1,4,4,4,20,15,20,16,20,FALSE
346,2,1,4,4,4,19,18,23,22,21,TRUE
347,2,2,2,1,1,28,18,25,25,25,FALSE
347,2,2,2,1,1,17,22,19,20,15,TRUE
348,2,2,3,5,4,22,26,21,26,24,FALSE
348,2,2,3,5,4,20,22,25,14,20,TRUE
349,2,1,4,4,5,23,14,17,9,23,FALSE
349,2,1,4,4,5,26,22,20,17,26,TRUE
350,1,1,3,3,2,7,14,13,15,14,FALSE
350,1,1,3,3,2,14,17,19,9,14,TRUE
351,2,1,6,3,2,14,22,16,21,15,FALSE
351,2,1,6,3,2,14,20,17,10,16,TRUE
352,2,2,3,6,2,17,14,10,17,16,FALSE
352,2,2,3,6,2,15,18,20,18,14,TRUE
353,1,1,3,2,5,21,31,22,23,19,FALSE
353,1,1,3,2,5,24,33,27,28,24,TRUE
354,1,1,1,1,1,18,21,19,18,19,FALSE
354,1,1,1,1,1,19,25,23,24,21,TRUE
355,1,1,2,3,2,15,21,26,23,20,FALSE
355,1,1,2,3,2,23,31,26,25,22,TRUE
356,1,1,4,4,3,21,32,27,28,22,FALSE
356,1,1,4,4,3,25,29,30,25,22,TRUE
357,2,2,3,5,7,18,24,19,18,23,FALSE
357,2,2,3,5,7,22,20,23,24,27,TRUE
358,2,1,3,1,1,22,8,17,15,18,FALSE
358,2,1,3,1,1,22,14,16,17,17,TRUE
359,2,2,3,4,4,22,22,25,23,30,FALSE
359,2,2,3,4,4,27,28,23,26,24,TRUE
360,1,1,3,4,2,12,14,13,14,19,FALSE
360,1,1,3,4,2,15,15,15,10,21,TRUE
361,2,2,3,4,2,18,24,17,17,16,FALSE
361,2,2,3,4,2,20,25,21,21,19,TRUE
362,1,1,3,3,3,16,22,17,3,17,FALSE
362,1,1,3,3,3,19,18,17,13,17,TRUE
363,2,1,2,1,1,24,19,21,25,26,FALSE
363,2,1,2,1,1,21,24,23,27,24,TRUE
364,2,1,3,1,7,21,14,16,14,18,FALSE
364,2,1,3,1,7,20,17,17,15,15,TRUE
365,2,1,2,4,1,21,19,19,25,21,FALSE
365,2,1,2,4,1,25,23,19,21,20,TRUE
366,1,1,6,2,1,10,16,13,12,14,FALSE
366,1,1,6,2,1,14,10,17,16,16,TRUE
367,2,1,2,2,3,13,11,15,16,10,FALSE
367,2,1,2,2,3,13,13,14,16,14,TRUE
368,1,2,3,3,3,17,20,13,17,16,FALSE
368,1,2,3,3,3,21,17,19,21,18,TRUE
369,2,1,3,3,5,19,15,15,17,19,FALSE
369,2,1,3,3,5,20,17,15,17,18,TRUE
370,2,1,4,3,1,20,11,18,18,21,FALSE
370,2,1,4,3,1,19,14,22,17,21,TRUE
371,2,1,5,5,4,13,11,15,14,16,FALSE
371,2,1,5,5,4,14,16,16,14,20,TRUE
372,1,1,3,5,3,13,12,16,14,14,FALSE
372,1,1,3,5,3,19,17,18,20,19,TRUE
373,1,2,5,4,4,21,21,24,27,29,FALSE
373,1,2,5,4,4,22,31,25,26,23,TRUE
374,2,1,3,3,2,20,16,16,13,16,FALSE
374,2,1,3,3,2,20,13,19,18,14,TRUE
375,2,1,5,6,4,26,26,27,29,32,FALSE
375,2,1,5,6,4,26,32,29,29,32,TRUE
376,1,1,3,3,4,17,25,25,29,21,FALSE
376,1,1,3,3,4,22,20,26,29,22,TRUE
377,2,2,3,3,4,17,26,20,22,21,FALSE
377,2,2,3,3,4,15,12,17,14,15,TRUE
378,2,2,2,1,1,13,11,18,9,16,FALSE
378,2,2,2,1,1,11,17,15,14,16,TRUE
379,1,2,3,4,3,18,29,17,29,17,FALSE
379,1,2,3,4,3,18,29,26,22,23,TRUE
380,1,1,3,6,4,26,34,27,30,30,FALSE
380,1,1,3,6,4,28,33,27,28,32,TRUE
381,1,1,2,1,2,18,16,23,20,24,FALSE
381,1,1,2,1,2,13,17,18,9,20,TRUE
382,2,1,4,3,2,23,20,20,24,20,FALSE
382,2,1,4,3,2,17,16,23,14,21,TRUE
383,2,2,4,3,7,11,19,14,16,16,FALSE
383,2,2,4,3,7,17,18,18,21,14,TRUE
384,2,2,4,4,1,21,12,26,26,26,FALSE
384,2,2,4,4,1,24,14,26,25,26,TRUE
385,2,2,5,4,4,22,21,23,21,18,FALSE
385,2,2,5,4,4,25,25,24,21,19,TRUE
386,1,1,4,5,2,23,19,24,20,23,FALSE
386,1,1,4,5,2,21,27,22,22,23,TRUE
387,2,2,4,1,2,19,21,18,25,21,FALSE
387,2,2,4,1,2,25,28,23,24,22,TRUE
388,1,2,3,4,2,23,31,24,29,22,FALSE
388,1,2,3,4,2,28,32,28,27,29,TRUE
389,1,1,3,4,3,21,24,24,25,22,FALSE
389,1,1,3,4,3,24,28,26,27,25,TRUE
390,1,1,4,3,3,19,20,17,23,19,FALSE
390,1,1,4,3,3,22,18,23,24,18,TRUE
391,1,1,3,2,2,16,17,10,18,13,FALSE
391,1,1,3,2,2,20,17,18,21,16,TRUE
392,1,2,3,3,2,17,17,25,24,23,FALSE
392,1,2,3,3,2,12,16,18,23,22,TRUE
393,2,2,1,3,2,14,23,15,17,17,FALSE
393,2,2,1,3,2,20,24,19,11,19,TRUE
394,2,2,2,2,1,10,10,8,12,16,FALSE
394,2,2,2,2,1,14,11,9,7,15,TRUE
395,2,1,1,2,1,18,16,13,7,16,FALSE
395,2,1,1,2,1,17,21,13,12,16,TRUE
396,2,1,4,5,4,24,23,19,14,23,FALSE
396,2,1,4,5,4,21,23,20,22,22,TRUE
397,2,1,3,5,3,26,17,20,12,23,FALSE
397,2,1,3,5,3,24,25,15,17,20,TRUE
398,2,1,3,2,2,26,19,19,20,22,FALSE
398,2,1,3,2,2,26,21,21,25,22,TRUE
399,2,2,3,6,4,26,19,20,23,22,FALSE
399,2,2,3,6,4,29,25,26,26,28,TRUE
400,2,1,2,4,2,16,19,19,18,19,FALSE
400,2,1,2,4,2,15,22,20,23,18,TRUE
401,1,1,3,2,3,13,10,11,10,11,FALSE
401,1,1,3,2,3,22,18,15,23,22,TRUE
402,2,1,3,3,3,14,6,15,10,14,FALSE
402,2,1,3,3,3,19,12,12,16,17,TRUE
403,1,2,3,1,2,12,27,22,21,19,FALSE
403,1,2,3,1,2,12,17,18,20,18,TRUE
404,1,1,5,6,3,29,34,26,29,30,FALSE
404,1,1,5,6,3,30,35,30,28,30,TRUE
405,1,1,3,3,4,9,15,15,13,12,FALSE
405,1,1,3,3,4,12,13,16,10,16,TRUE
406,1,1,2,2,2,16,18,15,11,19,FALSE
406,1,1,2,2,2,13,17,16,19,19,TRUE
407,2,2,4,4,2,15,24,22,24,25,FALSE
407,2,2,4,4,2,14,15,22,14,20,TRUE
408,2,2,3,4,5,22,17,26,23,29,FALSE
408,2,2,3,4,5,26,24,30,28,31,TRUE
409,2,2,2,1,3,19,24,25,22,26,FALSE
409,2,2,2,1,3,23,25,23,23,24,TRUE
410,1,1,5,6,6,22,34,28,24,29,FALSE
410,1,1,5,6,6,25,32,27,31,29,TRUE
411,2,2,5,5,5,20,31,19,25,24,FALSE
411,2,2,5,5,5,22,33,27,24,30,TRUE
412,2,1,5,5,6,28,26,26,25,26,FALSE
412,2,1,5,5,6,30,32,25,26,29,TRUE
413,1,1,3,3,1,13,28,21,14,17,FALSE
413,1,1,3,3,1,14,14,18,17,17,TRUE
414,2,2,3,2,3,17,19,23,22,24,FALSE
414,2,2,3,2,3,20,20,28,17,27,TRUE
415,2,1,2,2,2,21,18,22,15,25,FALSE
415,2,1,2,2,2,19,10,20,18,23,TRUE
416,1,1,3,4,3,20,23,18,22,18,FALSE
416,1,1,3,4,3,19,24,18,23,19,TRUE
417,2,1,3,2,4,27,30,26,31,30,FALSE
417,2,1,3,2,4,25,30,28,31,31,TRUE
418,2,1,1,1,3,18,18,20,16,25,FALSE
418,2,1,1,1,3,21,17,24,17,24,TRUE
419,2,2,2,3,4,14,12,17,13,15,FALSE
419,2,2,2,3,4,17,11,18,14,17,TRUE
420,2,1,4,4,3,25,19,30,25,25,FALSE
420,2,1,4,4,3,25,22,25,26,24,TRUE
421,2,1,5,6,7,21,18,21,12,20,FALSE
421,2,1,5,6,7,19,19,15,16,20,TRUE
422,2,2,4,2,3,21,24,17,20,22,FALSE
422,2,2,4,2,3,28,31,19,22,24,TRUE
423,2,1,3,2,2,15,12,20,21,20,FALSE
423,2,1,3,2,2,11,19,21,10,19,TRUE
424,2,2,3,4,7,20,28,21,23,22,FALSE
424,2,2,3,4,7,20,26,20,26,22,TRUE
425,1,2,1,1,2,24,29,19,20,27,FALSE
425,1,2,1,1,2,20,26,21,16,22,TRUE
426,1,2,2,2,2,21,20,19,16,19,FALSE
426,1,2,2,2,2,16,13,18,14,21,TRUE
427,2,1,4,4,4,21,17,22,20,29,FALSE
427,2,1,4,4,4,23,8,24,10,28,TRUE
428,1,1,2,2,1,20,20,30,15,29,FALSE
428,1,1,2,2,1,23,25,21,14,27,TRUE
429,1,2,3,4,4,25,31,25,25,21,FALSE
429,1,2,3,4,4,18,23,15,9,17,TRUE
430,1,2,2,2,2,20,22,24,23,26,FALSE
430,1,2,2,2,2,17,30,27,26,25,TRUE
431,1,2,5,3,2,27,30,31,27,27,FALSE
431,1,2,5,3,2,27,31,30,25,31,TRUE
432,1,1,3,6,4,18,20,17,14,21,FALSE
432,1,1,3,6,4,15,24,17,15,21,TRUE
433,2,2,3,2,3,24,25,22,21,27,FALSE
433,2,2,3,2,3,26,28,28,25,24,TRUE
434,2,1,2,4,2,20,22,28,10,29,FALSE
434,2,1,2,4,2,21,25,26,22,29,TRUE
435,1,2,5,3,2,22,27,26,26,25,FALSE
435,1,2,5,3,2,23,26,26,24,27,TRUE
436,2,1,3,3,1,20,13,20,19,17,FALSE
436,2,1,3,3,1,19,24,23,21,21,TRUE
437,2,2,6,6,3,27,24,26,25,28,FALSE
437,2,2,6,6,3,29,26,24,21,28,TRUE
438,2,1,3,4,2,24,18,25,15,24,FALSE
438,2,1,3,4,2,24,24,22,25,27,TRUE
439,1,2,3,4,3,16,23,27,24,24,FALSE
439,1,2,3,4,3,19,27,26,27,24,TRUE
440,1,2,3,4,2,13,20,19,16,14,FALSE
440,1,2,3,4,2,13,12,19,16,17,TRUE
441,1,1,4,5,2,17,25,23,14,20,FALSE
441,1,1,4,5,2,16,21,18,18,19,TRUE
442,2,2,4,2,2,22,21,24,25,26,FALSE
442,2,2,4,2,2,17,18,22,16,16,TRUE
443,1,1,3,5,4,13,14,24,16,19,FALSE
443,1,1,3,5,4,12,16,20,12,18,TRUE
444,1,2,2,1,1,12,20,21,18,18,FALSE
444,1,2,2,1,1,14,20,22,19,17,TRUE
445,1,1,4,4,4,21,25,17,20,25,FALSE
445,1,1,4,4,4,19,26,25,16,26,TRUE
446,2,2,3,3,3,19,21,19,18,17,FALSE
446,2,2,3,3,3,21,18,12,13,19,TRUE
447,2,2,4,4,2,17,25,20,20,19,FALSE
447,2,2,4,4,2,22,20,24,17,22,TRUE
448,2,2,3,3,3,16,19,20,15,23,FALSE
448,2,2,3,3,3,18,30,23,23,24,TRUE
449,2,1,5,6,3,17,21,20,14,20,FALSE
449,2,1,5,6,3,22,22,22,13,26,TRUE
450,2,1,3,2,2,13,23,26,21,20,FALSE
450,2,1,3,2,2,20,23,24,19,20,TRUE
451,2,1,3,4,4,15,23,18,12,21,FALSE
451,2,1,3,4,4,14,15,17,16,23,TRUE
452,1,2,4,6,5,20,29,23,26,27,FALSE
452,1,2,4,6,5,20,29,22,21,23,TRUE
453,2,2,2,4,2,17,24,22,17,19,FALSE
453,2,2,2,4,2,20,24,24,25,28,TRUE
454,1,1,3,4,3,13,15,21,23,20,FALSE
454,1,1,3,4,3,17,18,21,21,19,TRUE
455,2,1,4,4,4,21,26,30,28,26,FALSE
455,2,1,4,4,4,23,28,26,27,28,TRUE
456,2,1,3,4,3,22,21,23,21,23,FALSE
456,2,1,3,4,3,24,19,18,22,20,TRUE
457,2,1,4,3,4,24,24,23,27,23,FALSE
457,2,1,4,3,4,24,25,23,20,22,TRUE
458,2,1,4,6,5,24,21,28,26,27,FALSE
458,2,1,4,6,5,28,33,29,26,28,TRUE
459,2,2,5,5,4,19,32,27,21,24,FALSE
459,2,2,5,5,4,15,17,21,17,28,TRUE
460,1,1,3,1,3,14,20,17,16,19,FALSE
460,1,1,3,1,3,14,18,18,21,20,TRUE
461,2,1,2,2,4,22,13,16,18,20,FALSE
461,2,1,2,2,4,15,14,17,12,18,TRUE
462,2,1,5,5,1,27,30,27,28,24,FALSE
462,2,1,5,5,1,26,27,25,30,24,TRUE
463,2,1,2,1,5,20,22,20,21,23,FALSE
463,2,1,2,1,5,22,28,24,22,27,TRUE
464,2,1,6,6,6,27,28,24,30,27,FALSE
464,2,1,6,6,6,25,30,27,29,26,TRUE
465,2,1,5,4,5,24,29,26,21,24,FALSE
465,2,1,5,4,5,23,26,24,27,23,TRUE
466,1,2,6,6,4,23,30,28,25,27,FALSE
466,1,2,6,6,4,22,25,24,23,24,TRUE
467,1,1,3,4,4,23,30,28,29,24,FALSE
467,1,1,3,4,4,19,29,27,26,22,TRUE
468,1,2,3,2,3,15,24,20,22,17,FALSE
468,1,2,3,2,3,16,22,25,25,18,TRUE
469,1,2,4,4,3,19,23,23,19,18,FALSE
469,1,2,4,4,3,19,24,24,25,21,TRUE
470,2,2,4,4,7,21,25,16,20,20,FALSE
470,2,2,4,4,7,20,23,16,17,23,TRUE
471,1,2,3,5,4,12,25,19,17,17,FALSE
471,1,2,3,5,4,16,22,22,23,21,TRUE
472,1,2,4,3,3,21,26,25,28,29,FALSE
472,1,2,4,3,3,22,34,28,29,26,TRUE
473,1,1,3,4,4,20,30,28,25,25,FALSE
473,1,1,3,4,4,20,32,27,26,24,TRUE
474,2,1,1,1,2,21,20,17,24,23,FALSE
474,2,1,1,1,2,22,21,20,24,17,TRUE
475,2,1,5,5,5,23,26,25,21,22,FALSE
475,2,1,5,5,5,17,26,17,19,23,TRUE
476,2,2,3,1,4,20,22,19,18,20,FALSE
476,2,2,3,1,4,20,20,16,17,17,TRUE
477,2,1,4,2,4,14,13,19,20,18,FALSE
477,2,1,4,2,4,10,11,18,8,16,TRUE
478,2,1,4,3,7,21,23,25,17,22,FALSE
478,2,1,4,3,7,21,24,23,19,25,TRUE
479,2,2,6,6,4,25,25,24,19,30,FALSE
479,2,2,6,6,4,27,32,26,26,30,TRUE
480,1,1,2,1,1,20,21,27,23,31,FALSE
480,1,1,2,1,1,22,23,29,26,31,TRUE
481,1,1,2,3,2,18,25,23,19,23,FALSE
481,1,1,2,3,2,16,22,25,20,22,TRUE
482,2,1,3,2,1,20,21,19,19,22,FALSE
482,2,1,3,2,1,16,12,13,19,18,TRUE
483,1,1,3,3,3,25,21,27,23,24,FALSE
483,1,1,3,3,3,24,25,30,23,25,TRUE
484,1,1,4,5,4,26,25,18,24,20,FALSE
484,1,1,4,5,4,22,22,26,24,22,TRUE
485,2,1,3,4,3,17,19,21,17,19,FALSE
485,2,1,3,4,3,21,21,20,20,18,TRUE
486,1,1,2,2,3,24,34,26,22,27,FALSE
486,1,1,2,2,3,27,34,26,18,28,TRUE
487,1,2,4,6,7,25,31,27,31,30,FALSE
487,1,2,4,6,7,27,35,31,32,31,TRUE
488,1,1,2,2,4,19,30,27,26,25,FALSE
488,1,1,2,2,4,20,30,29,28,28,TRUE
489,2,2,3,5,7,18,16,17,14,18,FALSE
489,2,2,3,5,7,20,32,25,18,24,TRUE
490,2,2,3,3,4,24,15,23,24,20,FALSE
490,2,2,3,3,4,23,31,30,25,30,TRUE
491,2,1,1,1,3,23,22,18,21,18,FALSE
491,2,1,1,1,3,20,20,21,23,19,TRUE
492,1,1,3,6,6,19,24,17,15,16,FALSE
492,1,1,3,6,6,15,26,7,13,16,TRUE
493,2,1,5,6,7,20,21,23,14,27,FALSE
493,2,1,5,6,7,22,22,25,20,29,TRUE
494,2,1,5,5,4,12,21,18,20,22,FALSE
494,2,1,5,5,4,21,19,20,19,24,TRUE
495,1,2,3,3,4,18,20,23,25,21,FALSE
495,1,2,3,3,4,15,16,13,20,16,TRUE
496,2,1,5,1,1,17,14,18,23,26,FALSE
496,2,1,5,1,1,15,17,26,23,23,TRUE
497,1,1,4,1,3,25,22,23,28,21,FALSE
497,1,1,4,1,3,23,23,22,24,22,TRUE
498,2,1,4,5,3,24,24,25,12,26,FALSE
498,2,1,4,5,3,17,17,24,13,21,TRUE
499,2,1,3,2,3,20,26,21,25,23,FALSE
499,2,1,3,2,3,20,28,25,20,24,TRUE
500,2,2,2,5,6,22,25,19,19,24,FALSE
500,2,2,2,5,6,20,14,21,17,23,TRUE
501,2,2,5,3,3,22,21,23,26,22,FALSE
501,2,2,5,3,3,21,33,24,26,22,TRUE
502,1,2,6,4,6,23,32,26,30,27,FALSE
502,1,2,6,4,6,20,10,23,18,27,TRUE
503,1,2,2,2,3,21,31,21,23,19,FALSE
503,1,2,2,2,3,24,25,27,24,21,TRUE
504,2,2,3,5,3,23,27,22,23,20,FALSE
504,2,2,3,5,3,18,22,23,26,24,TRUE
505,1,2,3,5,4,18,20,20,16,17,FALSE
505,1,2,3,5,4,16,18,17,17,20,TRUE
506,1,2,2,4,3,20,23,26,25,24,FALSE
506,1,2,2,4,3,16,21,19,16,17,TRUE
507,1,1,2,3,2,13,21,22,13,18,FALSE
507,1,1,2,3,2,13,28,23,22,20,TRUE
508,1,1,2,3,4,26,33,27,28,24,FALSE
508,1,1,2,3,4,21,27,24,27,22,TRUE
509,2,1,5,6,6,27,27,28,23,29,FALSE
509,2,1,5,6,6,27,32,31,27,28,TRUE
510,2,1,3,3,1,16,8,15,3,17,FALSE
510,2,1,3,3,1,16,21,18,15,23,TRUE
511,2,1,2,2,2,13,11,18,12,16,FALSE
511,2,1,2,2,2,18,17,22,10,19,TRUE
512,1,1,2,2,2,23,28,26,30,24,FALSE
512,1,1,2,2,2,25,29,28,29,29,TRUE
513,1,2,6,2,2,24,30,24,26,25,FALSE
513,1,2,6,2,2,20,21,15,19,19,TRUE
514,2,1,3,2,4,20,19,16,16,9,FALSE
514,2,1,3,2,4,17,20,16,18,15,TRUE
515,2,1,6,6,4,19,22,23,20,25,FALSE
515,2,1,6,6,4,16,24,24,23,24,TRUE
516,2,1,5,5,5,22,22,21,9,24,FALSE
516,2,1,5,5,5,23,25,24,22,22,TRUE
